28062,37.389076,-5.984443,Dressel 20,Sevilla,CAS
29239,37.389076,-5.984443,Dressel 20,Sevilla,TFAMV
29612,37.389076,-5.984443,Dressel 20,Sevilla,LVAGAL
29622,37.389076,-5.984443,Dressel 20,Sevilla,LVALEAM
32338,37.389076,-5.984443,Dressel 20,San Luis (SE),QCL
32339,37.389076,-5.984443,Dressel 20,San Luis (SE),QCL
32340,37.389076,-5.984443,Dressel 20,San Luis (SE),QCL
32341,37.389076,-5.984443,Dressel 20,San Luis (SE),QCL
32342,37.389076,-5.984443,Dressel 20,San Luis (SE),ROM
13466,37.502372,-5.749138,Dressel 20,Hacienda del Corzo,EXOFAVMANVELEXOFNMN
13459,37.526641,-5.914275,Dressel 20,Cruz Verde,PORTPAH
13460,37.526641,-5.914275,Dressel 20,Cruz Verde,PORPAH
13461,37.526641,-5.914275,Dressel 20,Cruz Verde,PORPAH
13462,37.526641,-5.914275,Dressel 20,Cruz Verde,PORPAH
10950,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10951,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRGIN
10952,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10953,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10954,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10955,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10956,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10957,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10958,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10959,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10960,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10961,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10962,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRGIN
10963,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10964,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10965,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10966,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10967,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10968,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10969,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRCIN
10970,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRG
10971,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRG
10972,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRG
10973,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRG
10974,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRG
10975,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRG
10976,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRIII
10977,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRIII
10978,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRIII
10979,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRIII
10980,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRII
10981,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRIIII
10982,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRAV
10983,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRAV
10984,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRAV
10985,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRAV
10986,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRAV
10987,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRAV
10988,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRAV
10989,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRI
10990,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIR
10991,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIR
10992,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIR
10993,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIR
10994,37.536615,-5.900952,Dressel 20,Villar de Brenes,VIRAV
10995,37.536615,-5.900952,Dressel 20,Villar de Brenes,ISVIRG
10996,37.536615,-5.900952,Dressel 20,Villar de Brenes,ISVIRG
10997,37.536615,-5.900952,Dressel 20,Villar de Brenes,MILONHEDERAF
10998,37.536615,-5.900952,Dressel 20,Villar de Brenes,MILONHEDERAF
10999,37.536615,-5.900952,Dressel 20,Villar de Brenes,MILONF
11000,37.536615,-5.900952,Dressel 20,Villar de Brenes,MILONF
11001,37.536615,-5.900952,Dressel 20,Villar de Brenes,MILONF
11002,37.536615,-5.900952,Dressel 20,Villar de Brenes,MILONF
11003,37.536615,-5.900952,Dressel 20,Villar de Brenes,ISMILOF
11004,37.536615,-5.900952,Dressel 20,Villar de Brenes,ISMILOF
11005,37.536615,-5.900952,Dressel 20,Villar de Brenes,ISMILOF
11006,37.536615,-5.900952,Dressel 20,Villar de Brenes,ISMILOF
11007,37.536615,-5.900952,Dressel 20,Villar de Brenes,ISMILOF
11008,37.536615,-5.900952,Dressel 20,Villar de Brenes,ISMILOF
11009,37.536615,-5.900952,Dressel 20,Villar de Brenes,ISMILOF
11010,37.536615,-5.900952,Dressel 20,Villar de Brenes,ISMILOF
11011,37.536615,-5.900952,Dressel 20,Villar de Brenes,ISMILOF
11012,37.536615,-5.900952,Dressel 20,Villar de Brenes,ISMILOF
11013,37.536615,-5.900952,Dressel 20,Villar de Brenes,ISMILOF
11014,37.536615,-5.900952,Dressel 20,Villar de Brenes,ISMILOF
11015,37.536615,-5.900952,Dressel 20,Villar de Brenes,PORPAH
11016,37.536615,-5.900952,Dressel 20,Villar de Brenes,PORPAH
11017,37.536615,-5.900952,Dressel 20,Villar de Brenes,PORPAH
11018,37.536615,-5.900952,Dressel 20,Villar de Brenes,PORPAH
11019,37.536615,-5.900952,Dressel 20,Villar de Brenes,PORPAH
11020,37.536615,-5.900952,Dressel 20,Villar de Brenes,PORPAH
11021,37.536615,-5.900952,Dressel 20,Villar de Brenes,PORPAH
11022,37.536615,-5.900952,Dressel 20,Villar de Brenes,PORPAHS
11023,37.536615,-5.900952,Dressel 20,Villar de Brenes,QVCVIR
11024,37.536615,-5.900952,Dressel 20,Villar de Brenes,QVCVIR
11025,37.536615,-5.900952,Dressel 20,Villar de Brenes,QVCVIR
11026,37.536615,-5.900952,Dressel 20,Villar de Brenes,QVCVIR
